week,beta,intercept,logistic,tree,bt,ann,timestamp
11,1.135498577893875,-0.07305531581662661,0.9,0,0,0.09999999999999998,2025-11-10T23:44:18.935Z
18,1,0,0.9,0,0,0.09999999999999998,2025-11-14T01:12:33.526Z
